year,title,china_title,Articles_URL
2010,A Genetic Framework for Grain Size and Shape Variation in Wheat,小麦粒形变异的遗传框架,http://www.plantcell.org/content/22/4/1046
2001,A Genome-Wide Analysis of Arabidopsis Rop-Interactive CRIB Motif–Containing Proteins That Act as Rop GTPase Targets,拟南芥Rop互作CRIB基序的全基因组分析,http://www.plantcell.org/content/13/12/2841
2017,A Genome-Wide Approach to Understanding a Noncanonical ARF,一种全基因组的非标准ARF研究方法,http://www.plantcell.org/content/29/8/1798
2012,A Genome-Wide Regulatory Framework Identifies Maize Pericarp Color1 Controlled Genes,全基因组调控框架鉴定玉米果皮色素1控制基因,http://www.plantcell.org/content/24/7/2745
2006,A Genome-Wide Survey of R Gene Polymorphisms in Arabidopsis,拟南芥R基因多态性的全基因组研究,http://www.plantcell.org/content/18/8/1803
2008,A Genomic Map of Viroid RNA Motifs Critical for Replication and Systemic Trafficking,对复制和系统运输至关重要的类病毒RNA基序的基因组图谱,http://www.plantcell.org/content/20/1/35
2008,A Genomic Scan for Selection Reveals Candidates for Genes Involved in the Evolution of Cultivated Sunflower (Helianthus annuus),对选择的基因组扫描揭示了与栽培向日葵（向日葵）进化相关的候选基因,http://www.plantcell.org/content/20/11/2931
2013,A Genomic-Scale Artificial MicroRNA Library as a Tool to Investigate the Functionally Redundant Gene Space in Arabidopsis,基因组级人工MicroRNA文库研究拟南芥功能冗余基因空间,http://www.plantcell.org/content/25/8/2848
2013,A Genomics Approach to Deciphering Lignin Biosynthesis in Switchgrass,柳枝稷木质素生物合成的基因组学研究,http://www.plantcell.org/content/25/11/4342
2016,A Geranylfarnesyl Diphosphate Synthase Provides the Precursor for Sesterterpenoid (C25) Formation in the Glandular Trichomes of the Mint Species Leucosceptrum canum,香叶甲烷基二磷酸合酶为薄荷属植物白肽腺毛中的倍半萜（C25）的形成提供了前体,http://www.plantcell.org/content/28/3/804
2007,A Germ Cell–Specific Gene of the ARGONAUTE Family Is Essential for the Progression of Premeiotic Mitosis and Meiosis during Sporogenesis in Rice,精原细胞特异性基因是水稻孢子发生过程中有丝分裂和减数分裂的关键,http://www.plantcell.org/content/19/8/2583
2015,A Gibberellin-Mediated DELLA-NAC Signaling Cascade Regulates Cellulose Synthesis in Rice,赤霉素介导的DELLA-NAC信号级联调控水稻纤维素合成,http://www.plantcell.org/content/27/6/1681
2017,A Global Coexpression Network Approach for Connecting Genes to Specialized Metabolic Pathways in Plants,一种连接基因与植物特殊代谢途径的全局共表达网络方法,http://www.plantcell.org/content/29/5/944
2012,"A Global View of Hybrid Vigor: DNA Methylation, Small RNAs, and Gene Expression",杂交活力的全球观：DNA甲基化、小rna和基因表达,http://www.plantcell.org/content/24/3/841
1998,A Glycoprotein Modified with Terminal N-Acetylglucosamine and Localized at the Nuclear Rim Shows Sequence Similarity to Aldose-1-Epimerases,末端N-乙酰葡萄糖胺修饰的糖蛋白，定位于细胞核边缘，其序列与醛糖-1-差异构酶相似,http://www.plantcell.org/content/10/4/599
2019,A GmSIN1/GmNCED3s/GmRbohBs Feed-Forward Loop Acts as a Signal Amplifier That Regulates Root Growth in Soybean Exposed to Salt Stress,GmSIN1/GmNCED3s/GmRbohBs前馈环作为调节盐胁迫下大豆根系生长的信号放大器,http://www.plantcell.org/content/31/9/2107
2003,A Grape ASR Protein Involved in Sugar and Abscisic Acid Signaling,一种参与糖和脱落酸信号转导的葡萄ASR蛋白,http://www.plantcell.org/content/15/9/2165
2019,A Growing Reputation for FRUITFULL Genes,水果基因的名声越来越大,http://www.plantcell.org/content/31/6/1220
2003,A Growth Regulatory Loop That Provides Homeostasis to Phytochrome A Signaling,一种生长调节环，为光敏色素A信号提供稳态,http://www.plantcell.org/content/15/12/2966
2011,A Guideline to Family-Wide Comparative State-of-the-Art Quantitative RT-PCR Analysis Exemplified with a Brassicaceae Cross-Species Seed Germination Case Study,全科比较最新定量RT-PCR分析指南以芸苔科十字花科种子萌发为例,http://www.plantcell.org/content/23/6/2045
2014,A H+-ATPase That Energizes Nutrient Uptake during Mycorrhizal Symbioses in Rice and Medicago truncatula,水稻和截形苜蓿菌根共生过程中促进养分吸收的H~+atp酶,http://www.plantcell.org/content/26/4/1818
2004,A Haplotype-Specific Resistance Gene Regulated by BONZAI1 Mediates Temperature-Dependent Growth Control in Arabidopsis,BONZAI1调控的单倍型特异性抗性基因介导拟南芥的温度依赖性生长调控,http://www.plantcell.org/content/16/4/1060
2001,A Harpin Binding Site in Tobacco Plasma Membranes Mediates Activation of the Pathogenesis-Related Gene HIN1 Independent of Extracellular Calcium but Dependent on Mitogen-Activated Protein Kinase Activity,烟草质膜中的Harpin结合位点介导致病相关基因HIN1的激活，其与细胞外钙无关，但依赖于丝裂原活化蛋白激酶活性,http://www.plantcell.org/content/13/5/1079
2008,A Heterocomplex of Iron Superoxide Dismutases Defends Chloroplast Nucleoids against Oxidative Stress and Is Essential for Chloroplast Development in Arabidopsis,铁超氧化物歧化酶的杂合物保护叶绿体核仁免受氧化胁迫，对拟南芥叶绿体发育至关重要,http://www.plantcell.org/content/20/11/3148
2007,A Heteromeric Plastidic Pyruvate Kinase Complex Involved in Seed Oil Biosynthesis in Arabidopsis,一种参与拟南芥籽油生物合成的异质体丙酮酸激酶复合物,http://www.plantcell.org/content/19/6/2006
1996,A High-Affinity Binding Site for the AVR9 Peptide Elicitor of Cladosporium fulvum Is Present on Plasma Membranes of Tomato and Other Solanaceous Plants.,在番茄和其它茄科植物的质膜上存在一个高亲和力的黄枝孢霉AVR9肽激发子结合位点。,http://www.plantcell.org/content/8/5/929
1998,A High-Conductance Solute Channel in the Chloroplastic Outer Envelope from Pea,豌豆叶绿体外膜中的高电导溶质通道,http://www.plantcell.org/content/10/7/1207
1993,A High-Resolution Gene Map of the Chloroplast Genome of the Red Alga Porphyra purpurea.,紫菜叶绿体基因组的高分辨率基因图谱。,http://www.plantcell.org/content/5/4/465
2009,A High-Resolution Map of Auxin Distribution in the Arabidopsis Root Apex,拟南芥根尖生长素分布的高分辨率图,http://www.plantcell.org/content/21/6/1621
2004,A High-Resolution Transcript Profile across the Wood-Forming Meristem of Poplar Identifies Potential Regulators of Cambial Stem Cell Identity,杨树木材形成分生组织的高分辨率转录谱鉴定了形成层干细胞特性的潜在调节因子,http://www.plantcell.org/content/16/9/2278
2000,A Highly Conserved Domain of the Maize Activator Transposase Is Involved in Dimerization,玉米转座酶的高度保守结构域与二聚反应有关,http://www.plantcell.org/content/12/2/211
2017,A Histone Chaperone and a Specific Transcription Factor Modulate GLABRA2 Expression in Root Hair Development,一种组蛋白伴侣和一种特异性转录因子调节根毛发育中GLABRA2的表达,http://www.plantcell.org/content/29/2/197
1991,A Homolog of the Substrate Adhesion Molecule Vitronectin Occurs in Four Species of Flowering Plants.,四种开花植物中存在一种与底物粘附分子Vitronectin同源的蛋白。,http://www.plantcell.org/content/3/6/629
2001,A Humidity-Sensitive Arabidopsis Copine Mutant Exhibits Precocious Cell Death and Increased Disease Resistance,一个对湿度敏感的拟南芥Copine突变体表现出早熟的细胞死亡和增强的抗病性,http://www.plantcell.org/content/13/10/2225
2019,A Hybrid Approach Enabling Large-Scale Glycomic Analysis of Post-Golgi Vesicles Reveals a Transport Route for Polysaccharides,对高尔基体后囊泡进行大规模糖组学分析的混合方法揭示了多糖的运输途径,http://www.plantcell.org/content/31/3/627
2020,A Jasmonate-Activated MYC2–Dof2.1–MYC2 Transcriptional Loop Promotes Leaf Senescence in Arabidopsis,茉莉酸激活的MYC2-Dof2.1-MYC2转录环促进拟南芥叶片衰老,http://www.plantcell.org/content/32/1/242
2001,A Katanin-like Protein Regulates Normal Cell Wall gBiosynthesis and Cell Elongation,Katanin样蛋白调节正常细胞壁gBiosynthesis和细胞伸长,http://www.plantcell.org/content/13/4/807
2013,A Key Step in Phlorotannin Biosynthesis Revealed,间苯三胺生物合成的关键步骤,http://www.plantcell.org/content/25/8/2770
2020,A Kinase and a Glycosylase Catabolize Pseudouridine in the Peroxisome to Prevent Toxic Pseudouridine Monophosphate Accumulation,过氧化物酶体中的激酶和糖基化酶分解假尿苷以防止毒性假尿苷单磷酸累积,http://www.plantcell.org/content/32/3/722
2017,A Kinase- and Proteasome-Mediated Link between Lipid Biosynthesis and Energy Homeostasis,激酶和蛋白酶体介导的脂质生物合成与能量稳态的关系,http://www.plantcell.org/content/29/4/606
2002,A Kinesin-Like Protein Is Essential for Oriented Deposition of Cellulose Microfibrils and Cell Wall Strength,类驱动蛋白是纤维素微纤维定向沉积和细胞壁强度的关键,http://www.plantcell.org/content/14/12/3101
2013,A Kinetic Analysis of the Auxin Transcriptome Reveals Cell Wall Remodeling Proteins That Modulate Lateral Root Development in Arabidopsis,生长素转录组动力学分析揭示了调控拟南芥侧根发育的细胞壁重塑蛋白,http://www.plantcell.org/content/25/9/3329
2016,A Land Plant-Specific Transcription Factor Directly Enhances Transcription of a Pathogenic Noncoding RNA Template by DNA-Dependent RNA Polymerase II,一种陆地植物特异性转录因子通过依赖DNA的RNA聚合酶II直接增强致病性非编码RNA模板的转录,http://www.plantcell.org/content/28/5/1094
2020,A Large Transposon Insertion in the stiff1 Promoter Increases Stalk Strength in Maize,在stiff1启动子中插入一个大的转座子可以提高玉米的茎秆强度,http://www.plantcell.org/content/32/1/152
2013,A Large-Scale Identification of Direct Targets of the Tomato MADS Box Transcription Factor RIPENING INHIBITOR Reveals the Regulation of Fruit Ripening,大规模鉴定番茄MADS-Box转录因子成熟抑制剂的直接靶点揭示了果实成熟的调控,http://www.plantcell.org/content/25/2/371
2005,A Large-Scale Screen for Artificial Selection in Maize Identifies Candidate Agronomic Loci for Domestication and Crop Improvement,玉米人工选择大屏幕筛选驯化和改良作物的候选农艺基因座,http://www.plantcell.org/content/17/11/2859
2000,A Leaf-Derived Signal Is a Quantitative Determinant of Floral Form in Impatiens,叶源信号是凤仙花成花的数量决定因素,http://www.plantcell.org/content/12/10/1837
1994,A Light-Dependent Pathway for the Elimination of UV-Induced Pyrimidine (6-4) Pyrimidinone Photoproducts in Arabidopsis.,拟南芥中消除紫外线诱导嘧啶（6-4）嘧啶酮光产物的光依赖途径。,http://www.plantcell.org/content/6/9/1311
2012,A Light-Regulated Genetic Module Was Recruited to Carpel Development in Arabidopsis following a Structural Change to SPATULA,一个光调节的基因模块被招募到拟南芥的心皮发育过程中,http://www.plantcell.org/content/24/7/2812
2000,A Lily Stylar Pectin Is Necessary for Pollen Tube Adhesion to an in Vitro Stylar Matrix,百合花柱果胶是花粉管与离体花柱基质粘附所必需的,http://www.plantcell.org/content/12/9/1737
2005,A Link between Ethylene and Auxin Uncovered by the Characterization of Two Root-Specific Ethylene-Insensitive Mutants in Arabidopsis,拟南芥乙烯不敏感突变体与生长素的关系,http://www.plantcell.org/content/17/8/2230
2018,A Lipid Droplet-Associated Degradation System in Plants,植物脂滴相关降解系统,http://www.plantcell.org/content/30/9/1952
2000,A Lipid Transfer–like Protein Is Necessary for Lily Pollen Tube Adhesion to an in Vitro Stylar Matrix,百合花粉管与离体花柱基质的粘附需要一种脂转移样蛋白,http://www.plantcell.org/content/12/1/151
2017,A Lipid-Anchored NAC Transcription Factor Is Translocated into the Nucleus and Activates Glyoxalase I Expression during Drought Stress,干旱胁迫下脂质锚定的NAC转录因子转运到细胞核并激活glyoxaseⅠ的表达,http://www.plantcell.org/content/29/7/1748
2008,A LysM Receptor-Like Kinase Plays a Critical Role in Chitin Signaling and Fungal Resistance in Arabidopsis,赖氨酸受体样激酶在拟南芥几丁质信号转导和真菌抗性中起关键作用,http://www.plantcell.org/content/20/2/471
1999,A MAP Kinase Is Activated Late in Plant Mitosis and Becomes Localized to the Plane of Cell Division,MAP激酶在植物有丝分裂后期被激活并定位于细胞分裂平面,http://www.plantcell.org/content/11/1/101
2012,A MAP Kinase Kinase Interacts with SymRK and Regulates Nodule Organogenesis in Lotus japonicus,MAP激酶与SymRK相互作用调节莲藕根瘤器官发生,http://www.plantcell.org/content/24/2/823
2012,A MAPK Cascade Downstream of ERECTA Receptor-Like Protein Kinase Regulates Arabidopsis Inflorescence Architecture by Promoting Localized Cell Proliferation,ERECTA受体样蛋白激酶下游MAPK级联调节拟南芥花序结构促进细胞局部增殖,http://www.plantcell.org/content/24/12/4948
2018,A MPK3/6-WRKY33-ALD1-Pipecolic Acid Regulatory Loop Contributes to Systemic Acquired Resistance,MPK3/6-WRKY33-ALD1-哌啶酸调节环参与系统获得性耐药,http://www.plantcell.org/content/30/10/2480
2008,A MYB Transcription Factor Regulates Very-Long-Chain Fatty Acid Biosynthesis for Activation of the Hypersensitive Cell Death Response in Arabidopsis,MYB转录因子调控极长链脂肪酸生物合成激活拟南芥超敏细胞死亡反应,http://www.plantcell.org/content/20/3/752
2015,A MYB/ZML Complex Regulates Wound-Induced Lignin Genes in Maize,MYB/ZML复合物对玉米创伤木质素基因的调控,http://www.plantcell.org/content/27/11/3245
2002,A Magnaporthe grisea Cyclophilin Acts as a Virulence Determinant during Plant Infection,稻瘟病菌亲环素在植物感染过程中起毒力决定作用,http://www.plantcell.org/content/14/4/917
2008,A Maize (E)-β-Caryophyllene Synthase Implicated in Indirect Defense Responses against Herbivores Is Not Expressed in Most American Maize Varieties,在大多数美国玉米品种中，玉米β-石竹烯合成酶与草食动物的间接防御反应有关,http://www.plantcell.org/content/20/2/482
